"Accession"	"Description"	"Peptides.used.for.quantitation"	"Confidence.score"	"rawInt_Neil.left.2"	"rawInt_Neil.left.3"	"rawInt_Neil.right.2"	"rawInt_Neil.right.3"	"rawInt_Neil.mouse2.1"	"rawInt_Neil.mix.1"	"rawInt_Neil.mouse1.1"	"rawInt_Neil.mouse3.1"	"rawInt_Neil.liver.2"	"rawInt_Neil.liver.3"	"normInt_Neil.left.2"	"normInt_Neil.left.3"	"normInt_Neil.right.2"	"normInt_Neil.right.3"	"normInt_Neil.mouse2.1"	"normInt_Neil.mix.1"	"normInt_Neil.mouse1.1"	"normInt_Neil.mouse3.1"	"normInt_Neil.liver.2"	"normInt_Neil.liver.3"	"medianNormInt_Condition1"	"medianNormInt_Condition2"	"medianNormInt_Condition3"	"medianNormInt_Condition4"	"medianNormInt_Condition5"	"specCountSum_Condition1"	"specCountSum_Condition2"	"specCountSum_Condition3"	"specCountSum_Condition4"	"specCountSum_Condition5"	"medianRatio_Condition2_vs_Condition1"	"medianRatio_Condition3_vs_Condition1"	"medianRatio_Condition4_vs_Condition1"	"medianRatio_Condition5_vs_Condition1"	"qvalue_Condition2_vs_Condition1"	"qvalue_Condition3_vs_Condition1"	"qvalue_Condition4_vs_Condition1"	"qvalue_Condition5_vs_Condition1"	"cv_Condition1"	"cv_Condition2"	"cv_Condition3"	"cv_Condition4"	"cv_Condition5"
"sp|Q9QYC0|ADDA_MOUSE"	"Alpha-adducin OS=Mus musculus GN=Add1 PE=1 SV=2"	38	2385.01	8561121.946	3464873.846	5798772.313	1709432.005	11694094.26	14331930.21	15366939.6	20054447.55	3220314.655	3002947.705	8561121.946	9374103.26749985	9443995.75411108	8145171.48113009	13900774.7989497	13081844.1402597	5412040.65194657	5359014.2546055	2390947.51462405	2341344.12113663	8967612.60674993	8794583.61762059	13491309.4696047	5385527.45327603	2366145.81788034	76	72	108	71	31	0.980705122230737	1.50444829200693	0.600553089149094	0.263854597833468	0.948224025864647	0.200707544888257	0.0419499817871926	0.00556669909855082	6.41045315648276	10.4428758759477	4.29218100278446	0.696223823331453	1.48236408930358
"sp|Q6URW6|MYH14_MOUSE"	"Myosin-14 OS=Mus musculus GN=Myh14 PE=1 SV=1"	25	2185.79	98973.24559	29781.35545	47832.13912	21503.60235	374950.7372	166717.8511	378326.2794	213623.4715	1439253.517	1445298.914	98973.24559	80572.4865731286	77900.3717298273	102461.243319697	445704.100089695	152176.078974168	133241.703104794	57085.1541052205	1068584.90180211	1126873.47500081	89772.8660815643	90180.807524762	298940.089531931	95163.428605007	1097729.18840146	0	0	0	0	45	1.004544150822	3.32996040541165	1.06004667956735	12.2278505334129	0.999999999999992	0.198496329959869	0.965934443370013	0.00482707891837391	14.4935792380603	19.2581540681812	69.4305185109295	56.5877175914723	3.75468246722216
"sp|P11499|HS90B_MOUSE"	"Heat shock protein HSP 90-beta OS=Mus musculus GN=Hsp90ab1 PE=1 SV=2"	23	2168.45	3081498.29	1180457.162	1584155.903	525307.6391	1260432.43	5662520.825	14381130.56	18104522.55	7264411.238	6529192.087	3081498.29	3193688.37980135	2579987.76538306	2503007.30786721	1498276.5632952	5168613.98208168	5064851.24804363	4837948.99741712	5393518.29105753	5090693.21560805	3137593.33490067	2541497.53662513	3333445.27268844	4951400.12273037	5242105.75333279	29	25	31	49	49	0.810014959030881	1.06242107146558	1.57808855202936	1.67074097685726	0.558169728906155	0.895375651699188	0.0439964241070142	0.0210832759522783	2.52838289774643	2.14178462673546	77.8569997632964	3.2403788041275	4.08480245228768
"sp|P49222|EPB42_MOUSE"	"Erythrocyte membrane protein band 4.2 OS=Mus musculus GN=Epb42 PE=2 SV=2"	37	2560.99	9653061.393	2537025.354	3180926.285	1474512.872	10567680.83	18678118.63	15692218.57	21733256.32	5513509.767	5319184.572	9653061.393	6863839.41167634	5180519.72179242	7025819.19517391	12561806.6777074	17048941.2919728	5526599.76746904	5807630.95704798	4093547.95619003	4147272.19730018	8258450.40233817	6103169.45848316	14805373.9848401	5667115.36225851	4120410.07674511	78	59	119	88	60	0.739021143331588	1.79275448341354	0.686220184921618	0.498932593404995	0.650536510959826	0.193996144133036	0.196643214435874	0.0570293224306566	23.8819352438097	21.3794452181622	21.4306191595891	3.50652928647975	0.921965884354195
"tr|E1WI70|E1WI70_SALTS"	"Translation initiation factor IF-2 OS=Salmonella typhimurium (strain SL1344) GN=infB"	36	2435.4	3685410.213	1302166.025	2736222.006	865784.5613	1453599.441	1575830.199	11869353.43	14493640.51	4686899.168	4549849.934	3685410.213	3522967.74206416	4456265.50106785	4125325.66190223	1727894.27107116	1438380.22881584	4180235.2939216	3873037.43474188	3479824.52572577	3547435.86686096	3604188.97753208	4290795.58148504	1583137.2499435	4026636.36433174	3513630.19629336	60	66	25	80	69	1.19050238714816	0.439249234657926	1.11721011007834	0.974874019702283	0.607488473369484	0.073757573819323	0.350994245581197	0.788562747646774	3.18696309953427	5.4537625947168	12.9311177874673	5.39461897568231	1.3606565042685
"tr|E1WCV6|E1WCV6_SALTS"	"NADP-dependent malate dehydrogenase (Decarboxylating) OS=Salmonella typhimurium (strain SL1344) GN=maeB"	36	2186	3787590.78	1391453.516	2539268.936	897377.4077	1108085.645	1055259.471	12681489.71	14782918.52	3908610.441	3664591.794	3787590.78	3764532.13901796	4135503.81972553	4275860.54761417	1317181.87545154	963215.681689739	4466259.36095708	3950339.23900594	2901978.04274581	2857216.07437964	3776061.45950898	4205682.18366985	1140198.77857064	4208299.29998151	2879597.05856273	74	67	32	85	64	1.11377482299156	0.301954507572794	1.11446790395428	0.762592740992403	0.671161510386476	0.0665588460918518	0.400543549069543	0.0552524338564691	0.431797034507701	2.35983580643765	21.9516018280188	8.66883723749982	1.09916390131253
"tr|E1W8Z5|E1W8Z5_SALTS"	"Chaperone protein htpG OS=Salmonella typhimurium (strain SL1344) GN=htpG"	35	2173.36	4688042.614	1849955.009	4207764.911	1268913.546	2431583.446	2703982.085	13529013.54	16945020.48	7021101.87	5734023.671	4688042.614	5004992.98541983	6852849.50138404	6046171.12389846	2890424.27196068	2468130.36874427	4764746.4729552	4528103.10882396	5212871.36955217	4470714.75477264	4846517.79970991	6449510.31264125	2679277.32035248	4646424.79088958	4841793.0621624	63	74	34	68	59	1.33075139289229	0.552825230624933	0.958714067070524	0.999025127371286	0.511600139924227	0.11703385904074	0.695092415898051	0.979467190698247	4.62430483478198	8.8442024790408	11.1450531958659	3.60130928683247	10.8386287533462
"sp|P21981|TGM2_MOUSE"	"Protein-glutamine gamma-glutamyltransferase 2 OS=Mus musculus GN=Tgm2 PE=1 SV=4"	35	2530.71	1606637.172	629735.8948	883226.6327	391822.5723	5317196.537	3214747.248	16866621.61	23226447.53	24992725.67	24323563.21	1606637.172	1703729.93981341	1438440.43513088	1866972.20610479	6320553.77520038	2934344.62995929	5940209.57916178	6206646.33552155	18556042.4139259	18964643.1844303	1655183.5559067	1652706.32061784	4627449.20257984	6073427.95734166	18760342.7991781	20	11	60	74	140	0.998503347087986	2.79573173988243	3.66933802336785	11.3342974754853	0.992503005559279	0.150620635257354	0.0271406787541538	0.00312770437267118	4.14787558032627	18.3346380073295	51.7436571271484	3.10202472973443	1.54008047035443
"sp|P04919|B3AT_MOUSE"	"Band 3 anion transport protein OS=Mus musculus GN=Slc4a1 PE=1 SV=1"	35	2792.53	46474683.33	17184055.04	18671055.4	7853842.841	60106385.35	106415291.9	71331144.29	103533870.1	30486148.64	28062333.69	46474683.33	46490900.8693996	30408051.6365625	37422311.3517703	71448485.7187424	97133340.8953324	25121921.6510323	27666655.2053873	22634676.772375	21879695.0413281	46482792.0996998	33915181.4941664	84290913.3070374	26394288.4282098	22257185.9068515	144	131	204	158	134	0.729628749955952	1.81337887634297	0.567829238217819	0.478826354903824	0.515107156570835	0.149618836750382	0.0375924695617908	0.00992196773321673	0.0246704889392542	14.6242195710502	21.546729720444	6.8173777728145	2.39856334008028
"sp|P63017|HSP7C_MOUSE"	"Heat shock cognate 71 kDa protein OS=Mus musculus GN=Hspa8 PE=1 SV=1"	31	2425.92	6737212.409	2652696.698	3905968.641	1487504.806	6912490.429	9765429.975	24987579.36	32768275.82	12547067.92	12777364.29	6737212.409	7176784.46305195	6361338.1023079	7087723.69327152	8216880.30017846	8913651.61731208	8800307.59605907	8756444.51338798	9315667.58936578	9962280.30018679	6956998.43602598	6724530.89778971	8565265.95874527	8778376.05472353	9638973.94477629	72	73	85	84	96	0.966585081141824	1.23117261524612	1.26180509244702	1.38550756240824	0.89364151905177	0.468457787486772	0.120465890785308	0.052683002271185	4.46779430954978	7.63818599295008	5.75220577684944	0.35332142308695	4.7434948495814
"sp|Q7TPR4|ACTN1_MOUSE"	"Alpha-actinin-1 OS=Mus musculus GN=Actn1 PE=2 SV=1"	20	2136.52	770700.9619	274968.5543	464810.5933	152776.6293	1042283.208	2499274.283	3930839.917	6571720.342	1142372.502	918341.9078	770700.9619	743918.462225981	756999.763510296	727956.327199773	1238962.49072434	2281277.96848694	1384391.81651357	1756116.33789727	848163.296773171	716014.609059244	757309.712062991	742478.045355035	1760120.22960564	1570254.07720542	782088.952916207	4	4	25	26	3	0.980415322196842	2.3241749070019	2.07346354099683	1.03272008856946	0.937316142822963	0.154887941183121	0.0468796619931078	0.839912006285084	2.50070570005447	2.76598222568459	41.8737498759821	16.7392610927993	11.947903478114
"tr|E1WDU1|E1WDU1_SALTS"	"ATP synthase subunit beta OS=Salmonella typhimurium (strain SL1344) GN=atpD"	34	3114.48	14066972.33	5289839.233	9333661.73	3488423.991	6124687.829	5289458.42	45592108.34	59894349.94	16899165.13	16188551.92	14066972.33	14311487.6450293	15200986.8624806	16621785.2026137	7280419.0159484	4828091.51474541	16056960.6028797	16005161.6629444	12546915.8127329	12621921.7219459	14189229.9875147	15911386.0325471	6054255.26534691	16031061.1329121	12584418.7673394	101	121	71	190	131	1.12137064848112	0.42667962043565	1.1298048693987	0.88689934396811	0.671161510386476	0.093259647236987	0.273248307715641	0.231585159523548	1.21851881683031	6.3140705589799	28.6419605680688	0.228477587246655	0.421451224837333
"tr|E1W825|E1W825_SALTS"	"Dihydrolipoamide acetyltransferase component (E2) of pyruvate dehydrogenase OS=Salmonella typhimurium (strain SL1344) GN=aceF"	31	2247.89	5364664.857	1804668.255	3674225.191	1316892.013	1841642.01	1829688.521	20837786.17	24745127.19	7180287.781	6756801.166	5364664.857	4882471.14840231	5983916.1171514	6274780.88431812	2189160.6371655	1670096.05169884	7338803.22199028	6612472.81993744	5331060.17997716	5268155.90606605	5123568.00270116	6129348.50073476	1929628.34443217	6975638.02096386	5299608.0430216	64	74	35	93	85	1.19630470357832	0.376618080098647	1.36148051851489	1.03435887651489	0.603731274060446	0.069671948969771	0.10932505522375	0.737422272998907	6.65478512269495	3.35553524566568	19.0209730965196	7.36266920860873	0.839308082542625
"sp|Q62167|DDX3X_MOUSE"	"ATP-dependent RNA helicase DDX3X OS=Mus musculus GN=Ddx3x PE=1 SV=3"	34	2241.69	2138164.507	815868.5743	1161667.077	428556.4406	1519471.18	3858391.929	9192283.053	12861964.15	11667686.1	11490493.39	2138164.507	2207305.83799618	1891914.07261909	2042003.24307707	1806196.03511511	3521848.14659477	3237405.16081911	3437015.6071477	8662763.75785041	8958930.28801041	2172735.17249809	1966958.65784808	2664022.09085494	3337210.3839834	8810847.02293041	44	29	48	47	86	0.905291488233506	1.22611449594752	1.53594898551141	4.05518681450726	0.694622964236365	0.776552837314192	0.0480001513857948	0.00482707891837391	2.25017317464654	5.39559231659772	45.5382575973671	4.22945765936826	2.37685844836026
"tr|E1WIV2|E1WIV2_SALTS"	"Aerobic glycerol-3-phosphate dehydrogenase OS=Salmonella typhimurium (strain SL1344) GN=glpD"	32	1961.59	9063337.056	3519258.6	6126435.201	2105816.86	2756157.039	2967415.279	30091237.22	39351101.54	8854441.746	9213459.332	9063337.056	9521239.44700668	9977634.04097992	10033882.2383023	3276245.03940667	2708585.906469	10597750.9732652	10515528.4662672	6574048.73561404	7183567.93439719	9292288.25150334	10005758.1396411	2992415.47293783	10556639.7197662	6878808.33500562	80	87	59	109	76	1.07678086051865	0.322032140194716	1.13606459830369	0.740270657649125	0.742764476345636	0.0665588460918518	0.270696256754177	0.0657274165512113	3.4844580477793	0.397505928097194	13.4137664349337	0.550744306974472	6.2655497541582
"tr|E1W712|E1W712_SALTS"	"30S ribosomal protein S1 OS=Salmonella typhimurium (strain SL1344) GN=rpsA"	30	3091.84	7912717.658	3055042.634	5368720.865	2043714.411	2428317.375	2845579.428	27185283.34	35521926.21	11306635.84	10806583.21	7912717.658	8265318.2801423	8743605.42496223	9737973.9512083	2886541.8919799	2597377.04694177	9574310.98191899	9492283.86550267	8394699.20072366	8425697.86552688	8089017.96907115	9240789.68808527	2741959.46946083	9533297.42371083	8410198.53312527	69	79	44	107	99	1.14238708869457	0.338973096603924	1.1785481822592	1.03970575480017	0.671161510386476	0.0665588460918518	0.192575240897187	0.658585555980918	3.08228133403498	7.6089246876125	7.45709136420672	0.608414147605351	0.260628402572786
"sp|P62737|ACTA_MOUSE"	"Actin, aortic smooth muscle OS=Mus musculus GN=Acta2 PE=1 SV=1"	1	2513.81	138958.3593	44563.96797	61366.16771	23397.94805	210376.895	235602.4922	521904.9127	843746.6983	56482.23694	57831.64256	138958.3593	120566.362969492	99942.1594809061	111487.499132101	250075.104174616	215052.336765262	183808.271360878	225468.718207898	41935.6735288029	45090.287818892	129762.361134746	105714.829306504	232563.720469939	204638.494784388	43512.9806738474	1	1	3	1	0	0.814680223001866	1.79222787283012	1.57702505560831	0.335328212999017	0.613318214429163	0.128671905259438	0.0971123078913013	0.00955459586010282	10.0222477543821	7.72246241328387	10.6486240764601	14.3953289452347	5.1263993456799
"tr|E1WDU3|E1WDU3_SALTS"	"ATP synthase subunit alpha OS=Salmonella typhimurium (strain SL1344) GN=atpA"	30	2633.54	11936319.69	4634088.067	7300877.709	2914907.002	3906860.903	3812206.438	41666124.6	54708838.8	14508513.14	13563598.63	11936319.69	12537374.2368416	11890354.4342491	13889068.0140488	4644087.209831	3479691.13173701	14674279.0701325	14619472.6257675	10771957.7585729	10575293.0232288	12236846.9634208	12889711.2241489	4061889.170784	14646875.84795	10673625.3909009	94	82	66	123	100	1.05335232700709	0.33193919830215	1.19694851882461	0.872252911457269	0.862616264762186	0.0682351156093795	0.16910079004236	0.206897653406485	3.47319654487133	10.9645895191058	20.2701828678494	0.264588905276322	1.30286536101083
"tr|E1WFY9|E1WFY9_SALTS"	"Alcohol dehydrogenase OS=Salmonella typhimurium (strain SL1344) GN=adh"	33	2352.93	4624328.449	1625065.744	2974892.8	888524.4813	1548624.601	1351361.975	14280594.29	16917090.51	5110241.862	4767270.124	4624328.449	4396562.40827317	4844969.49624165	4233677.76208839	1840850.71900338	1233490.98655872	5029443.65262137	4520639.57202059	3794138.58211215	3716954.46447933	4510445.42863658	4539323.62916502	1537170.85278105	4775041.61232098	3755546.52329574	73	73	20	73	73	1.00640251633355	0.340802450024476	1.05866298304032	0.83263318062823	0.997171060999256	0.0699227896549466	0.636388790079179	0.130166864542634	3.5707096886579	9.52231137973665	27.9388712487149	7.53456922259833	1.45324821938755
"sp|Q9JKF1|IQGA1_MOUSE"	"Ras GTPase-activating-like protein IQGAP1 OS=Mus musculus GN=Iqgap1 PE=1 SV=1"	30	2101.36	1313926.156	476893.545	850691.8157	322373.741	1005485.833	2772151.253	6766939.001	9026355.544	1951580.816	1886209.331	1313926.156	1290219.94367702	1385453.58601457	1536059.57638451	1195221.43547929	2530353.55975067	2383229.8372966	2412051.88558951	1448966.26618717	1470643.36851977	1302073.04983851	1460756.58119954	1862787.49761498	2397640.86144305	1459804.81735347	33	27	55	55	27	1.12186991458022	1.43063209690579	1.8414027244788	1.12113895417352	0.671161510386476	0.600000852193458	0.0319231860235825	0.249240905818801	1.28739501150943	7.29036709117187	50.6810884258697	0.85001328277887	1.05000517011888
"sp|Q8VCM7|FIBG_MOUSE"	"Fibrinogen gamma chain OS=Mus musculus GN=Fgg PE=2 SV=1"	30	2489.68	9090772.688	3421663.861	4945827.693	1594874.247	40081798.82	11476298.77	55368636.76	77748446.98	47645179.78	45133935.9	9090772.688	9257200.06132837	8054873.20627224	7599321.99388839	47645251.2307376	10475291.856462	19500129.5500623	20776191.1466496	35374532.1134798	35190115.1349629	9173986.37466418	7827097.60008032	29060271.5435998	20138160.348356	35282323.6242213	55	51	85	107	119	0.853183913777813	3.1676820039602	2.19513737277522	3.84590974776904	0.61541364597674	0.385088023149319	0.0304581123736623	0.00482707891837391	1.28277849398771	4.11548913675319	90.4435125134519	4.48060693007781	0.369597244966274
"sp|P13020|GELS_MOUSE"	"Gelsolin OS=Mus musculus GN=Gsn PE=1 SV=3"	32	1968.45	5090303.569	1891865.573	3217561.502	1011075.706	5606442.534	9549018.055	16160130.12	25071571.02	9751284.734	8900353.588	5090303.569	5118380.65042492	5240184.56378376	4817614.84615158	6664380.61432102	8716115.97723765	5691392.26330961	6699706.19467571	7239916.7463183	6939445.03748897	5104342.10971246	5028899.70496767	7690248.29577934	6195549.22899266	7089680.89190363	63	59	76	71	74	0.985219955260985	1.50660910465748	1.21378016908464	1.38895096361459	0.956985746701388	0.252450349528015	0.238843681525453	0.0411393504289568	0.388953056922108	5.94169560722467	18.8653985218505	11.5080292655467	2.99682857532506
"sp|P99024|TBB5_MOUSE"	"Tubulin beta-5 chain OS=Mus musculus GN=Tubb5 PE=1 SV=1"	3	2574.9	696646.5078	275414.0947	365221.6384	87380.80921	537891.846	1181811.69	4196877.126	6360715.011	1342745.916	1271545.682	696646.5078	745123.857257683	594807.213697044	416355.650937612	639392.265120781	1078729.5294621	1478086.73739673	1699730.81175363	996932.087256483	991401.216328331	720885.182528842	505581.432317328	859060.89729144	1588908.77457518	994166.651792407	4	4	9	17	8	0.701334199357191	1.19167506575441	2.20410796765352	1.37909153341854	0.563814908063359	0.750767021215901	0.0320864913440772	0.0471392555361519	4.75507936163001	24.9582563905021	36.1625537634383	9.86375243786298	0.393386393731161
"sp|P68372|TBB2C_MOUSE"	"Tubulin beta-2C chain OS=Mus musculus GN=Tubb2c PE=1 SV=1"	4	2519.8	705205.3942	325127.291	461714.8091	272736.6442	537928.6379	1369022.325	4055950.156	4914713.7	2995959.703	2799579.838	705205.3942	879621.289656754	751957.907879079	1299546.70890637	639435.999667891	1249610.93291467	1428454.05122442	1313325.67052464	2224373.44583076	2182781.8661111	792413.341928377	1025752.30839272	944523.466291279	1370889.86087453	2203577.65597093	3	3	5	8	10	1.29446622629612	1.19195805561872	1.73001865104694	2.7808437079169	0.734787223015552	0.819432948341921	0.0680585931365663	0.0152354513091645	15.5639305774513	37.7482703514385	45.6800543773666	5.93833691700896	1.33463361186042
"sp|P55096|ABCD3_MOUSE"	"ATP-binding cassette sub-family D member 3 OS=Mus musculus GN=Abcd3 PE=1 SV=1"	31	2267.94	323439.3696	172341.88	200530.2849	116182.6253	734638.7508	501931.8844	2713050.737	1489102.554	45443851.19	38797995.32	323439.3696	466265.339588086	326587.604572893	553591.721360326	873265.394172777	458151.45514497	955501.958206278	397922.794609989	33740138.6814717	30250096.6310929	394852.354594043	440089.66296661	665708.424658874	676712.376408133	31995117.6562823	0	0	0	0	121	1.1145676550899	1.68596797489863	1.71383649745201	81.0305859494676	0.896351914610026	0.384150250597709	0.427564720752421	0.00456637971979403	25.5774622420463	36.4735107058934	44.0928596332597	58.262272329045	7.71315307216722
"tr|E1W8W0|E1W8W0_SALTS"	"ATP-dependent protease La OS=Salmonella typhimurium (strain SL1344) GN=lon"	29	1787.52	2293141.147	843943.5613	1574094.22	540806.4063	688063.7109	777141.1479	8115240.377	11065701.45	2993475.448	2752676.138	2293141.147	2283261.80033967	2563601.10862156	2576856.46724931	817901.624520557	709355.908300249	2858084.43085455	2957012.48612848	2222528.9914981	2146211.89785234	2288201.47366983	2570228.78793544	763628.766410403	2907548.45849151	2184370.44467522	49	54	20	61	46	1.12325283307037	0.333724444808476	1.27066977796687	0.954623301230513	0.671161510386476	0.0665588460918518	0.109710763283006	0.600100646745822	0.305294489912602	0.364673916063139	10.0511420449659	2.40589966882578	2.47047539802199
"sp|P25911|LYN_MOUSE"	"Tyrosine-protein kinase Lyn OS=Mus musculus GN=Lyn PE=1 SV=4"	27	2170.93	4085665.964	1555182.936	2440246.848	881276.2646	5545153.854	8936263.14	10593228.51	15523033.32	2260258.252	2451131.947	4085665.964	4207496.74876261	3974234.48060375	4199141.16292492	6591526.73445116	8156807.90241777	3730800.33004616	4148115.1065962	1678146.21519582	1911103.33512739	4146581.35638131	4086687.82176433	7374167.31843446	3939457.71832118	1794624.77516161	54	50	54	56	20	0.985555924394248	1.77837275689433	0.950049541957887	0.432796229211758	0.958050718430539	0.133418087183901	0.648351011069854	0.0131260566459937	2.0775517627394	3.89148981129683	15.0094360561345	7.49052609488685	9.17883011029219
